,Cd79a,Cx3cr1,Il10,Il10ra,Dataset
637,2,0,0,2,Naive
638,0,1,0,0,Naive
639,0,1,0,0,Naive
640,0,2,0,0,Naive
641,0,1,0,1,Naive
642,0,2,0,0,Naive
643,0,1,0,0,Naive
644,1,0,0,0,Naive
645,0,3,0,0,Naive
646,0,1,0,0,Naive
647,0,3,0,2,Naive
648,0,3,0,0,Naive
649,0,0,1,0,Naive
650,0,4,0,0,Naive
651,0,4,0,0,Naive
652,0,0,0,1,Naive
653,0,2,0,0,Naive
654,0,4,0,0,Naive
655,0,1,0,0,Naive
656,0,1,0,0,Naive
657,0,1,0,0,Naive
658,0,1,0,0,Naive
659,1,1,0,1,Naive
660,0,0,0,1,Naive
661,0,2,0,0,Naive
662,0,2,0,1,Naive
663,0,0,0,0,Naive
664,0,1,0,1,Naive
665,0,0,0,2,Naive
666,0,1,0,0,Naive
667,2,0,0,0,Naive
668,0,1,0,1,Naive
669,0,2,0,2,Naive
670,0,2,0,0,Naive
671,0,1,0,0,Naive
672,0,1,0,1,Naive
673,0,3,0,0,Naive
674,0,6,0,0,Naive
675,0,1,0,0,Naive
676,2,2,0,0,Naive
677,0,0,0,0,Naive
678,0,1,0,0,Naive
679,0,1,0,0,Naive
680,1,4,0,1,Naive
681,0,1,0,0,Naive
682,0,2,0,0,Naive
683,0,0,0,2,Naive
684,0,1,0,0,Naive
685,1,3,0,0,Naive
686,0,1,0,0,Naive
687,0,1,0,0,Naive
688,0,2,0,0,Naive
689,0,1,0,0,Naive
690,0,2,0,0,Naive
691,0,1,0,0,Naive
692,0,0,0,0,Naive
693,0,1,0,0,Naive
694,0,2,0,0,Naive
695,0,1,0,0,Naive
696,0,2,0,0,Naive
697,0,1,0,0,Naive
698,0,1,0,0,Naive
699,0,6,0,3,Naive
700,0,2,0,0,Naive
701,0,6,0,1,Naive
702,0,1,0,0,Naive
703,0,2,0,0,Naive
704,0,1,0,0,Naive
705,0,3,0,0,Naive
706,1,0,0,1,Naive
707,2,2,0,1,Naive
708,0,5,0,0,Naive
709,0,2,2,0,Naive
710,0,2,0,0,Naive
711,0,3,0,0,Naive
712,0,1,0,0,Naive
713,0,1,0,0,Naive
714,0,1,0,0,Naive
715,0,1,0,0,Naive
716,0,1,0,0,Naive
717,0,1,0,0,Naive
718,0,3,0,0,Naive
719,0,0,0,0,Naive
720,0,3,0,0,Naive
721,0,1,0,0,Naive
722,0,1,0,0,Naive
723,0,1,0,0,Naive
724,0,1,0,0,Naive
725,0,1,0,0,Naive
726,0,1,0,0,Naive
727,0,3,0,0,Naive
728,0,1,0,0,Naive
729,0,3,0,0,Naive
730,0,2,0,0,Naive
731,0,1,0,0,Naive
732,0,2,0,0,Naive
733,0,0,0,0,Naive
734,1,0,1,0,Naive
735,0,4,0,0,Naive
736,0,1,0,0,Naive
737,0,5,0,0,Naive
738,0,2,1,0,Naive
739,0,5,0,1,Naive
740,0,0,0,0,Naive
741,0,3,0,0,Naive
742,0,1,0,0,Naive
743,0,0,0,0,Naive
744,0,4,0,0,Naive
745,1,1,0,0,Naive
746,0,2,0,0,Naive
747,0,1,0,0,Naive
748,0,2,0,0,Naive
749,0,1,0,1,Naive
750,0,1,0,0,Naive
751,0,2,0,0,Naive
752,0,2,0,0,Naive
753,0,0,0,0,Naive
754,0,1,0,0,Naive
755,0,1,0,0,Naive
756,0,3,0,0,Naive
757,0,1,0,1,Naive
758,0,6,1,1,Naive
759,0,0,1,0,Naive
760,0,4,0,1,Naive
761,0,0,0,1,Naive
762,0,2,0,0,Naive
763,0,0,0,0,Naive
764,0,1,0,0,Naive
765,0,1,1,1,Naive
766,0,2,0,0,Naive
767,0,1,0,0,Naive
768,0,0,0,0,Naive
769,1,0,0,1,Naive
770,0,0,0,0,Naive
771,0,2,0,0,Naive
772,0,0,1,0,Naive
773,0,1,0,1,Naive
774,0,0,0,0,Naive
775,0,0,1,0,Naive
776,0,0,1,0,Naive
777,3,0,1,0,Naive
778,1,0,1,2,Naive
779,0,1,0,0,Naive
780,0,2,0,0,Naive
781,1,4,1,2,Naive
782,0,1,0,0,Naive
783,0,0,0,1,Naive
784,0,2,0,1,Naive
785,0,0,1,0,Naive
786,0,0,1,0,Naive
787,0,1,0,0,Naive
788,0,0,0,0,Naive
789,0,6,0,0,Naive
790,0,1,1,1,Naive
791,0,0,0,1,Naive
792,0,0,0,0,Naive
793,0,3,0,0,Naive
794,0,4,0,0,Naive
795,0,0,3,0,Naive
796,0,0,0,2,Naive
797,0,1,1,0,Naive
798,0,0,0,0,Naive
799,0,0,0,0,Naive
800,0,0,0,0,Naive
801,0,1,1,2,Naive
802,0,0,1,0,Naive
803,0,1,0,0,Naive
804,0,0,0,0,Naive
805,0,2,0,0,Naive
806,0,0,0,0,Naive
807,0,1,2,0,Naive
808,0,1,0,1,Naive
809,1,3,0,1,Naive
810,0,1,1,0,Naive
811,0,2,0,1,Naive
812,0,4,1,1,Naive
813,0,0,0,0,Naive
814,0,3,1,1,Naive
815,0,4,0,0,Naive
816,0,0,0,1,Naive
817,0,2,0,0,Naive
818,0,5,0,0,Naive
819,0,3,2,0,Naive
820,0,0,0,0,Naive
821,0,0,0,0,Naive
822,0,0,0,0,Naive
823,0,0,0,0,Naive
824,0,5,0,1,Naive
825,0,3,0,1,Naive
826,0,0,0,0,Naive
827,0,2,1,0,Naive
828,0,3,0,2,Naive
829,0,1,0,1,Naive
830,0,2,0,0,Naive
831,0,0,0,0,Naive
832,0,7,1,0,Naive
833,0,0,1,1,Naive
834,0,2,1,0,Naive
835,0,0,1,0,Naive
836,0,0,4,0,Naive
837,0,2,1,0,Naive
838,0,1,0,0,Naive
839,0,1,0,0,Naive
840,0,0,0,0,Naive
841,0,0,2,0,Naive
842,0,3,0,0,Naive
843,0,3,2,0,Naive
844,0,6,1,3,Naive
845,0,3,1,0,Naive
846,0,0,0,0,Naive
847,0,1,0,0,Naive
848,0,0,0,0,Naive
849,0,3,1,1,Naive
850,0,0,0,0,Naive
851,0,0,0,0,Naive
852,0,2,0,1,Naive
853,0,0,0,0,Naive
854,0,1,0,1,Naive
855,0,6,1,0,Naive
856,0,0,0,0,Naive
857,0,3,2,1,Naive
858,0,0,0,0,Naive
859,0,8,0,0,Naive
860,0,3,0,0,Naive
861,1,2,0,1,Naive
862,1,0,0,0,Naive
863,1,1,1,0,Naive
864,0,0,0,1,Naive
865,0,1,0,0,Naive
866,0,1,0,0,Naive
867,0,2,1,0,Naive
868,0,2,0,0,Naive
869,0,0,0,1,Naive
870,0,0,0,1,Naive
871,0,0,1,0,Naive
872,0,1,0,0,Naive
873,0,3,0,0,Naive
874,0,2,0,0,Naive
875,0,0,0,0,Naive
876,0,3,0,1,Naive
877,0,1,0,0,Naive
878,1,2,0,1,Naive
879,0,1,0,1,Naive
880,0,0,0,1,Naive
881,0,1,0,0,Naive
882,0,0,0,1,Naive
883,0,1,0,0,Naive
884,0,1,0,0,Naive
885,0,1,0,0,Naive
886,0,0,0,0,Naive
887,0,1,0,0,Naive
888,1,0,0,0,Naive
889,0,2,0,0,Naive
890,0,2,0,1,Naive
891,0,1,0,0,Naive
892,0,1,1,0,Naive
893,0,1,1,0,Naive
894,0,2,0,0,Naive
895,0,1,0,0,Naive
896,0,2,0,0,Naive
897,0,0,0,1,Naive
898,0,1,0,0,Naive
899,0,1,0,0,Naive
900,1,1,0,1,Naive
901,0,1,0,0,Naive
902,0,0,0,1,Naive
903,0,0,0,1,Naive
904,0,1,0,0,Naive
905,0,0,1,1,Naive
906,0,1,0,0,Naive
907,0,1,0,0,Naive
908,0,2,0,0,Naive
909,0,1,0,3,Naive
910,0,2,0,0,Naive
911,0,1,0,0,Naive
912,0,1,0,0,Naive
913,0,1,0,0,Naive
0,0,1,1,0,Infected
1,0,0,0,2,Infected
2,1,2,0,0,Infected
3,0,0,0,0,Infected
4,2,1,0,2,Infected
5,3,0,0,0,Infected
6,3,0,0,1,Infected
7,0,0,1,1,Infected
8,0,1,2,1,Infected
9,0,4,0,0,Infected
10,1,2,0,1,Infected
11,0,1,1,1,Infected
12,0,1,2,1,Infected
13,1,3,0,0,Infected
14,0,1,0,0,Infected
15,3,0,0,2,Infected
16,0,1,0,0,Infected
17,0,0,0,2,Infected
18,3,0,1,1,Infected
19,0,1,1,0,Infected
20,0,3,1,0,Infected
21,0,1,0,0,Infected
22,0,0,0,1,Infected
23,0,6,0,1,Infected
24,0,1,0,1,Infected
25,0,2,0,1,Infected
26,1,0,0,3,Infected
27,2,0,1,1,Infected
28,1,1,0,3,Infected
29,1,2,6,0,Infected
30,0,0,0,2,Infected
31,0,0,0,0,Infected
32,2,0,0,0,Infected
33,0,2,1,0,Infected
34,0,0,1,0,Infected
35,0,0,0,2,Infected
36,0,1,0,0,Infected
37,3,0,0,1,Infected
38,2,0,0,1,Infected
39,1,0,0,1,Infected
40,0,1,1,1,Infected
41,4,2,2,2,Infected
42,0,0,0,0,Infected
43,2,0,0,2,Infected
44,0,2,0,0,Infected
45,0,1,2,0,Infected
46,1,2,1,1,Infected
47,0,1,0,1,Infected
48,0,4,0,0,Infected
49,1,0,0,0,Infected
50,0,4,1,0,Infected
51,0,3,0,0,Infected
52,1,1,2,1,Infected
53,0,3,0,1,Infected
54,0,0,1,0,Infected
55,1,2,0,1,Infected
56,1,1,2,0,Infected
57,0,2,0,0,Infected
58,0,0,0,1,Infected
59,5,1,0,2,Infected
60,8,1,4,3,Infected
61,0,7,0,5,Infected
62,2,1,0,2,Infected
63,1,2,1,1,Infected
64,2,1,0,2,Infected
65,1,1,0,1,Infected
66,1,0,1,1,Infected
67,2,2,1,2,Infected
68,0,1,0,1,Infected
69,2,1,1,3,Infected
70,5,2,0,2,Infected
71,1,0,0,0,Infected
72,0,4,0,0,Infected
73,2,4,2,1,Infected
74,0,2,0,0,Infected
75,1,0,0,1,Infected
76,0,1,0,0,Infected
77,0,5,0,0,Infected
78,0,1,0,0,Infected
79,0,0,0,0,Infected
80,0,1,0,0,Infected
