,Cd79a,Cx3cr1,Il10,Il10ra,Dataset
555,0,2,0,2,Naive
556,0,2,0,1,Naive
557,0,1,0,1,Naive
559,0,1,0,5,Naive
562,0,1,0,2,Naive
571,0,1,0,1,Naive
572,0,3,0,1,Naive
611,0,2,0,1,Naive
627,0,1,1,1,Naive
636,0,1,0,1,Naive
641,0,1,0,1,Naive
647,0,3,0,2,Naive
659,1,1,0,1,Naive
662,0,2,0,1,Naive
664,0,1,0,1,Naive
668,0,1,0,1,Naive
669,0,2,0,2,Naive
672,0,1,0,1,Naive
680,1,4,0,1,Naive
699,0,6,0,3,Naive
701,0,6,0,1,Naive
707,2,2,0,1,Naive
739,0,5,0,1,Naive
749,0,1,0,1,Naive
757,0,1,0,1,Naive
758,0,6,1,1,Naive
760,0,4,0,1,Naive
765,0,1,1,1,Naive
773,0,1,0,1,Naive
781,1,4,1,2,Naive
784,0,2,0,1,Naive
790,0,1,1,1,Naive
801,0,1,1,2,Naive
808,0,1,0,1,Naive
809,1,3,0,1,Naive
811,0,2,0,1,Naive
812,0,4,1,1,Naive
814,0,3,1,1,Naive
824,0,5,0,1,Naive
825,0,3,0,1,Naive
828,0,3,0,2,Naive
829,0,1,0,1,Naive
844,0,6,1,3,Naive
849,0,3,1,1,Naive
852,0,2,0,1,Naive
854,0,1,0,1,Naive
857,0,3,2,1,Naive
861,1,2,0,1,Naive
876,0,3,0,1,Naive
878,1,2,0,1,Naive
879,0,1,0,1,Naive
890,0,2,0,1,Naive
900,1,1,0,1,Naive
909,0,1,0,3,Naive
4,2,1,0,2,Infected
8,0,1,2,1,Infected
10,1,2,0,1,Infected
11,0,1,1,1,Infected
12,0,1,2,1,Infected
23,0,6,0,1,Infected
24,0,1,0,1,Infected
25,0,2,0,1,Infected
28,1,1,0,3,Infected
40,0,1,1,1,Infected
41,4,2,2,2,Infected
46,1,2,1,1,Infected
47,0,1,0,1,Infected
52,1,1,2,1,Infected
53,0,3,0,1,Infected
55,1,2,0,1,Infected
59,5,1,0,2,Infected
60,8,1,4,3,Infected
61,0,7,0,5,Infected
62,2,1,0,2,Infected
63,1,2,1,1,Infected
64,2,1,0,2,Infected
65,1,1,0,1,Infected
67,2,2,1,2,Infected
68,0,1,0,1,Infected
69,2,1,1,3,Infected
70,5,2,0,2,Infected
73,2,4,2,1,Infected
81,2,3,0,3,Infected
84,5,1,2,3,Infected
87,3,3,0,7,Infected
88,0,4,2,3,Infected
89,3,2,0,1,Infected
90,2,1,0,1,Infected
91,2,1,0,1,Infected
100,1,4,2,1,Infected
101,0,6,0,3,Infected
102,1,3,0,1,Infected
104,0,2,0,1,Infected
111,0,1,0,1,Infected
113,0,3,0,1,Infected
117,0,1,0,1,Infected
120,0,2,0,1,Infected
127,0,2,0,2,Infected
129,3,2,0,4,Infected
130,0,7,0,4,Infected
141,1,4,2,3,Infected
142,1,1,0,1,Infected
144,0,2,0,1,Infected
145,2,5,0,2,Infected
150,0,1,0,1,Infected
154,0,4,0,1,Infected
156,0,2,0,1,Infected
163,9,2,3,5,Infected
168,2,1,4,1,Infected
169,1,2,2,2,Infected
179,1,3,0,2,Infected
180,1,1,0,1,Infected
183,2,3,0,1,Infected
185,1,1,1,1,Infected
192,0,2,2,1,Infected
199,0,1,0,1,Infected
202,0,4,1,4,Infected
206,1,2,0,1,Infected
207,3,1,0,2,Infected
216,2,1,0,1,Infected
222,0,3,0,1,Infected
224,0,6,5,2,Infected
228,0,2,0,2,Infected
230,1,4,2,1,Infected
241,3,2,1,2,Infected
246,0,3,1,2,Infected
248,0,1,1,3,Infected
249,0,2,0,1,Infected
251,1,3,1,2,Infected
256,0,1,0,1,Infected
265,0,1,0,1,Infected
266,0,1,0,1,Infected
267,0,2,4,3,Infected
268,1,2,1,1,Infected
269,0,3,3,1,Infected
272,0,4,1,2,Infected
274,2,6,1,3,Infected
276,1,1,3,2,Infected
284,1,1,0,1,Infected
292,0,4,0,2,Infected
296,0,5,2,2,Infected
297,1,4,2,2,Infected
299,0,8,0,3,Infected
301,1,1,1,2,Infected
303,0,3,1,1,Infected
305,0,6,0,1,Infected
306,0,6,1,3,Infected
307,1,2,0,1,Infected
308,0,3,0,1,Infected
309,0,3,1,1,Infected
312,0,1,0,1,Infected
313,0,1,0,2,Infected
315,0,1,5,1,Infected
324,1,2,0,1,Infected
325,0,3,1,2,Infected
328,0,1,0,1,Infected
331,0,7,2,1,Infected
332,3,1,1,3,Infected
337,0,4,1,1,Infected
342,1,1,0,2,Infected
346,0,3,1,1,Infected
350,0,5,0,2,Infected
351,1,1,0,2,Infected
356,0,3,0,1,Infected
359,1,1,1,1,Infected
361,0,5,0,1,Infected
362,0,2,0,2,Infected
364,0,2,0,2,Infected
366,0,1,1,1,Infected
367,1,1,0,4,Infected
377,0,3,1,2,Infected
380,0,2,1,2,Infected
381,0,2,1,1,Infected
386,0,3,3,1,Infected
388,2,2,1,1,Infected
392,0,4,0,1,Infected
395,3,2,1,4,Infected
396,0,3,0,2,Infected
397,2,4,1,3,Infected
400,1,4,1,1,Infected
401,0,1,1,2,Infected
402,1,2,0,1,Infected
405,0,2,2,1,Infected
406,0,2,0,3,Infected
419,0,1,0,1,Infected
421,0,1,1,1,Infected
422,0,2,0,2,Infected
423,2,2,0,4,Infected
425,3,1,1,1,Infected
427,0,2,2,1,Infected
431,1,1,0,1,Infected
433,5,1,0,4,Infected
436,1,2,0,3,Infected
438,0,2,0,1,Infected
443,1,1,1,1,Infected
445,2,2,0,1,Infected
449,1,1,1,2,Infected
452,2,2,1,1,Infected
453,1,2,0,2,Infected
454,0,5,0,1,Infected
457,1,4,1,1,Infected
458,0,4,0,1,Infected
465,1,1,0,1,Infected
466,0,3,0,1,Infected
467,0,1,0,1,Infected
468,0,1,0,1,Infected
478,0,2,1,4,Infected
484,1,3,0,1,Infected
485,2,2,0,3,Infected
489,0,1,0,2,Infected
490,0,1,0,1,Infected
491,1,4,2,1,Infected
492,0,3,4,1,Infected
500,0,3,0,1,Infected
502,0,1,1,2,Infected
504,1,1,0,2,Infected
505,0,1,1,3,Infected
511,1,6,2,2,Infected
514,1,1,0,3,Infected
520,2,2,0,2,Infected
522,1,1,0,1,Infected
526,0,1,1,1,Infected
529,0,1,0,1,Infected
546,0,2,0,1,Infected
553,0,2,1,2,Infected
556,0,4,1,1,Infected
557,0,2,2,2,Infected
561,2,1,0,1,Infected
568,0,2,0,1,Infected
570,0,1,0,2,Infected
579,0,4,1,1,Infected
580,0,1,0,1,Infected
582,0,1,0,1,Infected
587,0,4,1,2,Infected
590,0,5,0,3,Infected
591,0,4,0,1,Infected
594,0,2,0,1,Infected
599,1,2,0,1,Infected
600,0,2,0,2,Infected
605,0,3,2,1,Infected
606,0,1,0,1,Infected
608,0,4,0,2,Infected
609,0,5,1,4,Infected
610,0,5,0,1,Infected
614,0,4,3,6,Infected
617,0,1,0,5,Infected
620,0,3,0,5,Infected
625,0,1,0,1,Infected
626,2,1,0,5,Infected
629,4,2,0,8,Infected
633,0,1,0,1,Infected
638,0,1,0,1,Infected
640,3,1,0,1,Infected
642,0,1,0,2,Infected
645,1,4,0,4,Infected
646,0,3,0,2,Infected
647,0,2,0,1,Infected
649,0,2,2,1,Infected
650,0,2,1,1,Infected
651,0,1,0,1,Infected
653,0,6,0,1,Infected
655,0,1,0,1,Infected
657,0,1,0,1,Infected
659,0,3,0,2,Infected
660,4,1,1,3,Infected
662,1,2,0,3,Infected
663,0,2,0,2,Infected
669,0,4,0,1,Infected
670,0,1,0,2,Infected
671,0,5,1,1,Infected
677,1,1,0,2,Infected
680,2,6,0,2,Infected
685,0,1,1,2,Infected
688,0,2,1,1,Infected
689,0,2,0,2,Infected
691,0,1,0,1,Infected
692,0,4,0,1,Infected
693,2,1,0,1,Infected
694,0,2,0,1,Infected
697,3,2,1,1,Infected
698,2,2,0,1,Infected
700,0,2,0,2,Infected
701,1,2,0,2,Infected
703,0,2,0,1,Infected
706,0,1,0,3,Infected
712,0,4,0,1,Infected
714,0,3,0,1,Infected
718,0,1,0,2,Infected
719,0,1,0,1,Infected
720,0,2,0,3,Infected
722,2,2,2,6,Infected
724,1,2,0,6,Infected
726,0,3,0,2,Infected
728,1,1,0,3,Infected
730,0,4,1,1,Infected
733,4,3,0,3,Infected
734,0,4,1,1,Infected
737,2,2,3,5,Infected
741,0,1,0,1,Infected
743,0,1,0,1,Infected
752,1,1,1,2,Infected
761,2,2,0,1,Infected
763,0,2,0,1,Infected
766,0,1,1,1,Infected
770,0,2,0,1,Infected
772,1,1,0,2,Infected
776,1,2,0,1,Infected
777,0,2,0,2,Infected
779,0,4,0,4,Infected
780,0,2,0,2,Infected
782,0,3,0,1,Infected
783,0,3,0,2,Infected
784,5,5,1,1,Infected
793,1,3,0,3,Infected
795,0,1,0,1,Infected
796,1,1,0,2,Infected
804,0,5,0,1,Infected
806,0,3,2,1,Infected
813,2,2,0,5,Infected
814,0,3,0,1,Infected
815,0,2,0,2,Infected
816,1,2,0,3,Infected
819,1,1,0,2,Infected
820,2,6,0,2,Infected
824,1,2,0,2,Infected
825,1,3,0,2,Infected
826,0,1,1,2,Infected
828,0,5,0,2,Infected
830,2,2,1,5,Infected
831,0,2,0,1,Infected
833,3,1,0,2,Infected
838,1,3,8,3,Infected
840,2,1,0,6,Infected
842,0,1,0,1,Infected
843,1,4,0,1,Infected
850,0,8,0,1,Infected
857,1,1,1,2,Infected
858,2,2,0,1,Infected
859,1,1,0,1,Infected
862,0,2,0,1,Infected
864,0,8,2,2,Infected
867,0,5,7,2,Infected
868,0,2,2,2,Infected
869,0,2,5,5,Infected
870,1,2,3,1,Infected
871,0,3,4,2,Infected
878,1,1,3,3,Infected
881,1,3,0,1,Infected
882,0,4,0,4,Infected
883,0,2,1,1,Infected
884,0,3,1,1,Infected
886,3,1,1,2,Infected
887,3,2,0,2,Infected
888,3,2,0,1,Infected
889,0,3,1,3,Infected
891,0,2,0,1,Infected
893,0,1,0,1,Infected
894,1,6,0,1,Infected
899,0,3,0,1,Infected
901,0,6,0,1,Infected
905,3,1,0,3,Infected
907,1,1,1,3,Infected
908,0,2,0,1,Infected
909,1,2,0,1,Infected
912,1,3,1,1,Infected
914,0,1,0,2,Infected
918,1,5,3,2,Infected
920,0,1,3,1,Infected
922,0,2,0,1,Infected
925,0,1,0,2,Infected
930,0,1,0,2,Infected
931,0,2,0,1,Infected
932,1,1,1,1,Infected
933,0,3,0,1,Infected
934,0,1,0,2,Infected
935,1,1,2,2,Infected
936,0,3,1,1,Infected
939,0,4,1,3,Infected
940,0,5,1,1,Infected
944,0,6,4,2,Infected
947,1,1,4,1,Infected
951,0,4,0,1,Infected
959,1,4,1,2,Infected
960,1,2,2,3,Infected
963,0,2,0,1,Infected
965,0,1,0,1,Infected
972,1,2,0,3,Infected
976,0,3,0,1,Infected
983,1,2,1,1,Infected
984,0,1,1,1,Infected
988,0,1,1,3,Infected
990,0,1,0,1,Infected
991,0,5,1,4,Infected
994,1,3,0,4,Infected
995,0,1,0,2,Infected
996,0,4,0,2,Infected
997,0,2,0,1,Infected
998,0,2,0,4,Infected
1000,0,4,0,2,Infected
1004,0,2,0,4,Infected
1007,1,1,0,1,Infected
1009,0,1,0,1,Infected
1013,0,1,0,1,Infected
1016,0,2,0,2,Infected
1020,2,4,0,4,Infected
1021,0,1,0,1,Infected
1022,0,1,0,1,Infected
1025,0,1,0,1,Infected
1026,1,1,0,5,Infected
1036,4,2,0,1,Infected
1043,0,5,0,1,Infected
1044,0,1,0,1,Infected
1048,0,4,0,1,Infected
1049,0,3,1,2,Infected
1054,0,2,0,1,Infected
1055,0,4,0,3,Infected
1059,0,2,0,2,Infected
1061,0,4,0,1,Infected
1065,0,3,0,1,Infected
1068,0,1,0,2,Infected
1069,0,2,0,1,Infected
1071,2,1,0,2,Infected
1079,0,1,0,1,Infected
1080,0,4,1,3,Infected
1091,0,2,0,1,Infected
1093,0,3,0,1,Infected
1095,0,7,0,1,Infected
1096,0,1,0,1,Infected
1098,0,1,0,1,Infected
1103,0,1,0,1,Infected
1112,0,2,0,1,Infected
1114,0,1,0,1,Infected
1116,0,2,0,1,Infected
1119,0,2,0,2,Infected
1121,0,3,0,2,Infected
1122,0,1,0,2,Infected
1127,0,2,0,2,Infected
1130,0,1,0,1,Infected
1132,0,1,0,2,Infected
1138,0,2,0,1,Infected
1139,0,3,0,1,Infected
1151,0,1,1,2,Infected
1156,0,1,0,3,Infected
1159,1,2,1,1,Infected
1170,0,1,1,1,Infected
1171,1,2,0,1,Infected
1172,0,4,1,1,Infected
1180,0,4,0,1,Infected
1181,0,2,0,1,Infected
1195,0,2,1,3,Infected
1198,0,8,0,1,Infected
1210,0,1,1,1,Infected
1220,1,3,0,5,Infected
1221,0,1,0,2,Infected
1224,1,3,0,3,Infected
1226,0,1,0,1,Infected
1246,0,1,0,1,Infected
1256,0,5,0,1,Infected
1314,0,2,0,2,Infected
1322,0,1,0,2,Infected
1329,0,2,0,1,Infected
1330,0,7,0,1,Infected
1331,0,1,0,1,Infected
1336,0,1,0,1,Infected
1337,0,1,0,1,Infected
1345,0,1,0,2,Infected
1346,1,1,0,3,Infected
1356,1,2,0,2,Infected
1362,3,3,0,5,Infected
1363,1,1,0,1,Infected
1370,0,7,0,1,Infected
1391,0,4,1,1,Infected
1393,2,3,0,8,Infected
1395,0,2,0,2,Infected
1396,2,3,0,4,Infected
1402,0,1,0,1,Infected
1406,0,5,0,1,Infected
1410,0,1,0,1,Infected
1412,0,3,0,4,Infected
1414,0,6,0,1,Infected
1417,0,3,0,1,Infected
1418,0,1,0,2,Infected
1419,0,4,0,1,Infected
1426,0,3,0,2,Infected
1432,1,3,0,3,Infected
1436,0,1,0,2,Infected
1439,0,2,0,2,Infected
1440,0,1,0,1,Infected
1453,0,1,0,1,Infected
1456,0,2,1,5,Infected
1462,0,2,0,2,Infected
1463,0,1,0,2,Infected
1464,0,3,1,1,Infected
1465,2,3,0,3,Infected
1468,1,4,0,1,Infected
1474,1,2,0,2,Infected
1476,0,1,0,1,Infected
1478,1,2,0,1,Infected
1479,0,1,0,3,Infected
1492,0,6,0,1,Infected
1508,0,4,0,1,Infected
1511,0,2,0,1,Infected
1520,0,1,0,1,Infected
1530,0,1,0,1,Infected
1533,0,2,0,2,Infected
1536,0,4,0,2,Infected
1538,0,2,1,2,Infected
1546,0,1,0,1,Infected
1550,0,1,0,1,Infected
1553,0,1,0,1,Infected
1555,0,1,0,1,Infected
1557,0,4,0,1,Infected
1560,0,3,0,5,Infected
1578,0,4,1,1,Infected
1580,0,4,0,1,Infected
1583,0,6,0,1,Infected
1587,0,2,0,1,Infected
1589,1,4,0,2,Infected
1596,0,2,0,1,Infected
1598,1,2,0,1,Infected
1600,0,1,0,1,Infected
1604,0,1,0,1,Infected
1615,0,1,0,1,Infected
1616,2,1,0,4,Infected
1619,2,2,0,5,Infected
1621,0,1,0,1,Infected
1622,0,2,1,2,Infected
1635,0,4,0,1,Infected
1636,0,3,0,1,Infected
1639,0,3,1,1,Infected
1643,0,2,0,1,Infected
1644,0,2,1,1,Infected
1660,0,1,0,2,Infected
1666,0,1,0,1,Infected
1668,0,4,0,1,Infected
1669,1,5,0,1,Infected
1672,0,1,0,4,Infected
1675,0,3,0,1,Infected
1688,0,2,0,1,Infected
1692,0,2,0,1,Infected
1701,0,3,0,1,Infected
1704,0,3,0,1,Infected
1710,0,1,0,1,Infected
1739,0,6,0,1,Infected
1741,0,2,0,2,Infected
1742,1,2,0,1,Infected
1746,1,2,0,2,Infected
1749,0,1,0,1,Infected
1753,0,1,0,1,Infected
1755,0,7,2,2,Infected
1759,0,10,1,1,Infected
1762,0,8,1,1,Infected
1763,0,4,0,2,Infected
1764,0,1,1,1,Infected
1765,0,2,0,1,Infected
1767,0,2,0,1,Infected
1770,0,7,2,1,Infected
1771,0,9,0,1,Infected
1773,0,3,0,2,Infected
1782,0,1,0,2,Infected
1783,0,2,0,4,Infected
1787,1,1,0,2,Infected
1792,0,2,1,1,Infected
1800,2,2,0,2,Infected
1804,1,8,1,2,Infected
1806,0,1,0,3,Infected
1807,0,2,1,1,Infected
1813,2,1,0,1,Infected
1814,2,2,0,1,Infected
1820,0,1,0,1,Infected
1824,1,3,0,4,Infected
1836,2,2,0,1,Infected
1837,5,3,0,1,Infected
1838,2,1,0,2,Infected
1840,3,5,0,2,Infected
1852,1,1,0,1,Infected
1853,0,1,0,1,Infected
1855,2,1,0,1,Infected
1859,4,1,0,1,Infected
1861,4,2,0,1,Infected
1863,1,1,0,1,Infected
1864,1,4,0,1,Infected
1865,1,2,0,1,Infected
1867,0,1,0,1,Infected
1871,0,1,0,1,Infected
1873,1,1,0,1,Infected
1875,0,4,0,1,Infected
1879,0,3,0,1,Infected
1880,0,8,0,1,Infected
1882,1,1,1,4,Infected
1883,1,1,0,1,Infected
1888,0,1,0,1,Infected
1892,0,4,0,1,Infected
1893,0,1,0,1,Infected
1898,0,1,0,1,Infected
1900,0,2,0,1,Infected
1907,0,4,0,2,Infected
1909,2,2,0,2,Infected
1911,0,5,1,1,Infected
1913,0,8,1,1,Infected
1914,0,1,0,1,Infected
1916,0,2,0,1,Infected
1927,0,2,0,4,Infected
1928,0,3,0,2,Infected
1935,0,3,0,2,Infected
1936,0,1,0,1,Infected
1937,0,1,0,1,Infected
1939,0,1,0,3,Infected
1941,0,1,1,2,Infected
1943,0,2,0,1,Infected
1944,0,1,0,2,Infected
1945,3,2,1,1,Infected
1946,0,1,0,1,Infected
1947,0,5,0,2,Infected
1948,0,1,0,1,Infected
1959,0,1,0,1,Infected
1963,0,1,0,2,Infected
1964,0,2,0,1,Infected
1966,0,1,0,2,Infected
1967,0,1,0,1,Infected
1968,0,5,0,2,Infected
1969,0,6,0,1,Infected
1973,0,1,0,1,Infected
1974,0,1,1,2,Infected
1987,0,5,1,2,Infected
1989,0,4,0,2,Infected
1991,0,3,0,1,Infected
1993,1,2,0,2,Infected
1997,0,1,0,2,Infected
1998,0,3,0,1,Infected
2002,0,1,0,2,Infected
2005,0,1,0,1,Infected
2006,0,2,0,1,Infected
2010,0,1,0,1,Infected
2017,0,1,0,1,Infected
2022,0,4,0,1,Infected
2034,0,7,0,1,Infected
2038,1,1,0,1,Infected
2042,1,1,0,1,Infected
2044,0,1,0,1,Infected
2045,0,2,0,1,Infected
2047,1,1,0,2,Infected
2049,3,5,0,2,Infected
2052,0,2,0,1,Infected
2056,0,4,0,1,Infected
2057,0,5,0,2,Infected
2061,0,3,0,2,Infected
2080,0,1,0,2,Infected
2082,0,2,0,1,Infected
2088,0,4,0,1,Infected
2096,1,3,1,1,Infected
2097,0,4,0,1,Infected
2106,0,3,0,1,Infected
2108,0,2,0,1,Infected
2112,0,2,0,1,Infected
2119,0,4,0,1,Infected
2121,0,1,0,2,Infected
2136,0,2,0,1,Infected
2144,0,1,0,2,Infected
2145,0,1,0,1,Infected
2146,1,4,0,2,Infected
2150,0,2,0,1,Infected
2153,0,1,0,1,Infected
2155,0,1,0,1,Infected
2161,1,1,1,3,Infected
2170,0,1,0,1,Infected
2177,0,1,0,1,Infected
2178,0,3,0,2,Infected
2179,2,1,0,1,Infected
2181,2,1,0,5,Infected
2182,1,2,0,1,Infected
2191,0,3,0,1,Infected
2194,1,1,0,1,Infected
2196,1,4,1,1,Infected
2200,1,2,0,1,Infected
2202,0,3,0,2,Infected
2204,5,1,1,1,Infected
2205,0,1,0,1,Infected
2210,3,3,0,1,Infected
2212,0,1,1,2,Infected
2214,1,1,0,2,Infected
2216,1,1,0,1,Infected
2226,0,2,0,2,Infected
2227,0,2,0,2,Infected
2230,0,3,0,1,Infected
2238,0,2,0,1,Infected
2239,0,2,0,1,Infected
2242,0,2,2,1,Infected
2243,0,1,0,1,Infected
2246,0,2,0,2,Infected
2248,0,5,0,2,Infected
2253,0,1,0,1,Infected
2255,0,1,0,1,Infected
2258,0,4,0,1,Infected
2288,0,2,5,3,Infected
2289,0,2,0,1,Infected
2290,0,2,0,1,Infected
2297,0,3,0,1,Infected
2303,0,5,0,1,Infected
2305,0,1,0,1,Infected
2309,0,2,0,1,Infected
2310,1,2,0,1,Infected
2312,0,6,1,1,Infected
2313,0,3,0,1,Infected
2319,0,1,0,1,Infected
2321,0,3,0,1,Infected
2326,0,1,0,3,Infected
2328,0,1,0,2,Infected
2338,0,1,0,2,Infected
2340,0,3,2,3,Infected
2341,0,6,0,1,Infected
2348,0,2,2,3,Infected
2359,0,1,0,2,Infected
2369,1,3,1,3,Infected
2370,1,2,0,3,Infected
2372,0,4,2,2,Infected
2373,0,1,0,2,Infected
2375,0,5,0,1,Infected
2377,0,7,1,1,Infected
2381,5,2,2,1,Infected
2384,0,2,1,1,Infected
2385,0,4,1,1,Infected
2390,1,3,2,1,Infected
2391,0,2,3,1,Infected
2392,0,3,2,1,Infected
2395,1,5,0,1,Infected
2396,0,2,2,1,Infected
2402,0,1,0,1,Infected
2403,0,2,2,3,Infected
2407,0,2,3,2,Infected
2408,0,4,0,1,Infected
2411,0,5,1,1,Infected
2412,0,1,2,1,Infected
2413,0,3,0,1,Infected
2414,2,3,0,2,Infected
2415,2,1,3,2,Infected
2419,0,1,0,1,Infected
2422,0,2,1,3,Infected
2425,0,1,0,1,Infected
2427,0,11,1,1,Infected
2429,1,6,0,2,Infected
2430,1,2,0,1,Infected
2438,0,3,0,2,Infected
2440,0,5,0,1,Infected
2442,0,2,1,1,Infected
2444,0,2,3,2,Infected
2445,0,2,0,3,Infected
2446,0,4,0,1,Infected
2447,0,1,0,1,Infected
2449,0,2,0,3,Infected
2450,0,3,2,1,Infected
2455,0,7,1,1,Infected
2456,0,1,0,1,Infected
2458,0,1,2,1,Infected
2459,0,1,0,1,Infected
2465,0,1,0,1,Infected
2469,0,2,0,2,Infected
2477,0,2,0,1,Infected
2478,1,1,0,1,Infected
2479,0,2,0,1,Infected
2480,3,2,0,5,Infected
2481,0,2,0,2,Infected
2482,0,3,1,2,Infected
2485,0,2,1,1,Infected
2486,0,1,1,1,Infected
2488,0,1,0,1,Infected
2489,1,5,0,1,Infected
2490,0,1,0,1,Infected
2499,1,2,2,1,Infected
2510,0,5,0,2,Infected
2514,0,2,0,2,Infected
2516,0,3,0,1,Infected
2518,0,3,0,2,Infected
2520,0,2,0,2,Infected
2522,0,1,0,1,Infected
2523,0,1,0,2,Infected
2526,2,1,0,1,Infected
2527,0,1,0,1,Infected
2529,0,4,0,1,Infected
2534,0,2,0,1,Infected
2536,1,1,0,1,Infected
2539,0,1,0,7,Infected
2540,0,1,0,4,Infected
2547,0,1,0,1,Infected
2548,2,1,0,3,Infected
2557,0,1,0,1,Infected
2561,3,1,0,1,Infected
2563,0,5,0,4,Infected
2570,0,1,0,3,Infected
2579,1,1,0,5,Infected
2587,0,1,0,1,Infected
2599,6,2,0,5,Infected
2605,0,2,0,1,Infected
2608,0,1,0,1,Infected
2614,0,1,0,2,Infected
2616,0,2,0,2,Infected
2618,0,3,0,4,Infected
2622,0,7,0,1,Infected
2628,1,1,0,2,Infected
2631,0,1,0,3,Infected
2632,0,1,0,2,Infected
2634,0,1,0,1,Infected
2635,0,2,0,1,Infected
2636,0,1,0,1,Infected
2641,1,4,0,3,Infected
2642,0,3,0,1,Infected
2645,1,1,0,1,Infected
2650,1,1,0,1,Infected
2651,0,1,0,1,Infected
2652,0,3,0,1,Infected
2653,0,4,0,2,Infected
2663,0,6,0,1,Infected
2664,0,2,0,2,Infected
2666,0,4,0,1,Infected
2667,2,1,0,2,Infected
2673,3,4,0,4,Infected
2677,0,2,0,1,Infected
2678,1,2,0,1,Infected
2679,1,1,0,3,Infected
2681,0,2,0,3,Infected
2686,1,1,0,3,Infected
2693,3,1,0,1,Infected
2697,0,1,0,1,Infected
2699,0,2,0,1,Infected
2701,0,3,0,1,Infected
2702,1,1,0,1,Infected
2703,0,4,0,1,Infected
2706,1,1,0,3,Infected
2708,1,1,0,1,Infected
2711,0,1,0,1,Infected
2715,4,1,0,1,Infected
2720,0,1,0,1,Infected
2724,0,8,0,1,Infected
2725,0,3,0,1,Infected
2729,0,1,0,2,Infected
2746,0,1,0,3,Infected
2747,0,2,1,2,Infected
2748,0,1,0,1,Infected
2750,0,1,0,2,Infected
2757,1,1,0,1,Infected
2759,1,5,0,1,Infected
2762,0,4,0,1,Infected
2763,0,1,0,1,Infected
2765,0,2,0,1,Infected
2770,2,1,0,3,Infected
2773,0,1,0,1,Infected
2777,0,2,0,1,Infected
2781,0,5,0,1,Infected
2786,0,1,0,1,Infected
2791,0,2,0,1,Infected
2795,0,1,0,1,Infected
2796,0,1,0,1,Infected
2797,1,1,0,1,Infected
2804,0,1,0,1,Infected
2807,0,1,0,1,Infected
2815,0,1,0,1,Infected
2816,0,1,0,1,Infected
2817,0,6,0,4,Infected
2822,1,1,0,2,Infected
2823,0,1,0,1,Infected
2824,1,1,0,1,Infected
2825,0,1,1,2,Infected
2833,0,1,0,1,Infected
2846,0,6,0,2,Infected
2850,0,3,0,1,Infected
2858,0,3,0,1,Infected
2860,0,2,0,1,Infected
2868,0,1,0,1,Infected
2874,0,7,0,1,Infected
2885,3,2,0,2,Infected
2890,0,1,0,1,Infected
2891,0,4,0,1,Infected
2897,0,4,0,1,Infected
2904,0,1,0,3,Infected
2907,0,1,0,1,Infected
2915,1,1,0,1,Infected
2918,1,1,0,1,Infected
2920,0,8,0,1,Infected
2921,0,4,0,1,Infected
2922,0,1,1,1,Infected
2928,1,1,0,1,Infected
2930,1,1,0,1,Infected
2932,0,2,0,2,Infected
2938,0,1,0,2,Infected
